OBJECTID,IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors,CollisionYear,CityCrash
744,25302706,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1,CLARK,ST,,,,,,,,37.83247496,-87.58045205,0.001,2019-07-01,2111,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43652.81642,False,19,Accepted,5,5,O,,INATTENTION,,2019,1
745,25302707,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1119,MADISON,CT,,,,,,,,37.82248684,-87.58990007,0.027,2019-07-04,1630,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43652.81644,False,38,Accepted,5,5,O,IMPROPERLY PARKED VEHICLE(S),INATTENTION,,2019,1
746,25302708,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1200,ELM,ST,N,,,,,,,37.85277695,-87.5819253,1.146,2019-07-04,2234,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43652.81646,False,19,Accepted,5,5,O,,,BRAKES DEFECTIVE,2019,1
747,25302709,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1200,GREEN,ST,N,,12TH,,,,,37.85209593,-87.58031164,16.9,2019-07-05,1404,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43652.81648,False,58,Accepted,5,5,O,,OTHER,,2019,1
748,25306089,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,200,HOLLOWAY,ST,S,,CLAY,,,,,37.8301258,-87.5869763,0.011,2019-07-02,1922,1,1,0,0,CLEAR,DRY,False,NON-COLLISION OBJECT COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43653.98671,False,58,Accepted,5,5,O,,WEAVING IN TRAFFIC,,2019,1
749,25306090,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.87565231,-87.56770809,17.43,2019-07-07,1549,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43653.98673,False,19,Accepted,5,5,O,,INATTENTION,,2019,1
755,25308860,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,US0041,,US41,,,,,,,,,37.80572452,-87.56422532,1.101,2019-07-07,830,1,1,0,1,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,43654.48213,False,138,Accepted,4,4,C,,"FATIGUE, FELL ASLEEP",,2019,1
756,25309928,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1400,OAK,ST,,,,,,,,37.82134496,-87.58143873,0.046,2019-07-03,618,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43654.6311,False,11,Accepted,5,5,O,,INATTENTION,,2019,1
757,25309931,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84327038,-87.58597821,16.216,2019-07-03,1020,2,2,0,0,CLEAR,DRY,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,43654.63116,False,34,Accepted,5,5,O,,INATTENTION,,2019,1
758,25309932,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,,ZION,RD,,,,,ADAMS,,DENISE,37.82482802,-87.54390342,2.643,2019-07-07,1219,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43654.63118,False,65,Accepted,5,5,O,,"IMPROPER PASSING, TURNING IMPROPERLY",,2019,1
759,25313064,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,RICHARDSON,,,,,37.85547187,-87.57666573,17.231,2019-07-07,1045,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43655.39279,False,34,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,FOLLOWING TOO CLOSE,,2019,1
760,25313068,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,236,2ND,ST,,,,,MAIN,,ELM,37.84037002,-87.59093415,0.148,2019-07-03,1200,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43655.39287,False,34,Accepted,5,5,O,,MISJUDGE CLEARANCE,,2019,1
761,25316209,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,800,ATKINSON,ST,,,PRINGLE,,,,,37.82017,-87.5815046,0.607,2019-07-09,30,2,2,0,0,CLEAR,DRY,True,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43655.93272,False,35,Accepted,5,5,O,,"EMOTIONAL, FOLLOWING TOO CLOSE, NOT UNDER PROPER CONTROL",,2019,1
762,25317563,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,KRESGE,,MCCLAIN,37.81688249,-87.61353793,13.772,2019-07-05,1143,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43656.34871,False,65,Accepted,5,5,O,,,LOAD SECUREMENT,2019,1
763,25317564,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,N,,,,7TH,,8TH,37.84628461,-87.58409536,,2019-07-09,1225,2,2,0,2,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43656.34875,False,23,Accepted,4,4,C,,DISTRACTION,,2019,1
764,25319319,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,GREEN,ST,S,KY0425,KY425,,,,,37.79996845,-87.64770711,8.714,2019-07-01,906,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,43656.61156,False,8,Accepted,5,4,C,,DISTRACTION,,2019,1
765,25319322,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84325526,-87.58591366,16.214,2019-07-03,1358,2,2,0,1,CLOUDY,DRY,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,43656.61173,False,34,Accepted,4,4,C,,"DISREGARD TRAFFIC CONTROL, FAILED TO YIELD RIGHT OF WAY",,2019,1
766,25319323,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,WATSON,,WALNUT,37.87671645,-87.566867,17.514,2019-07-10,703,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43656.61177,False,34,Accepted,5,5,O,OTHER,MISJUDGE CLEARANCE,,2019,1
769,25324610,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,500,ADAMS,ST,N,,,,,,,37.8425942,-87.58314481,0.492,2019-07-08,1620,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43657.68562,False,18,Accepted,5,5,O,,IMPROPER BACKING,,2019,1
770,25325943,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1300,GREEN,ST,S,,,,,,,37.82338764,-87.60350566,14.491,2019-07-09,2312,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43658.0527,False,16,Accepted,5,5,O,,INATTENTION,,2019,1
771,25329877,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,YOUNG,ST,,,MILL,,,,,37.82103529,-87.58766325,0.309,2019-07-11,1701,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43658.93402,False,46,Accepted,5,5,O,,INATTENTION,,2019,1
772,25329878,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2709,US41,,N,,,,,,,37.87096216,-87.57018405,17.078,2019-07-06,1350,2,2,0,0,CLOUDY,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43658.93407,False,38,Accepted,5,5,O,,,,2019,1
773,25329879,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,KRESGE,,,,,37.81612541,-87.61477622,13.673,2019-07-08,1923,2,2,0,2,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43658.9341,False,46,Accepted,5,3,B,,INATTENTION,,2019,1
774,25333992,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,338,GREEN,ST,S,,,,,,,37.8329032,-87.59413947,15.359,2019-07-12,1818,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43660.63934,False,58,Accepted,5,5,O,,"IMPROPER BACKING, INATTENTION",,2019,1
775,25334402,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2910,US41,,N,,,,,,,37.87825018,-87.56600329,17.63,2019-07-12,1627,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43660.74159,False,17,Accepted,5,5,O,,,,2019,1
780,25345607,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2000,US41,,N,,BARKER,,,,,37.8722381,-87.56956228,17.172,2019-07-12,1939,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43662.85589,False,58,Accepted,5,4,C,VIEW OBSTRUCTED/LIMITED DUE TO RDWY,,,2019,1
781,25345608,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,,,,,,37.85732312,-87.5731482,10.292,2019-07-13,1702,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43662.85595,False,50,Accepted,5,5,O,,INATTENTION,,2019,1
782,25345609,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,930,CLAY,ST,,,,,,,,37.82946382,-87.58616648,0.581,2019-07-14,1922,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43662.85599,False,19,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,,2019,1
784,25348737,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,,,MAIN,ST,N,,,,1ST,,2ND,37.83979178,-87.59215637,0.03,2019-07-15,1036,2,2,0,0,RAINING,WET,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43663.50252,False,142,Accepted,5,5,O,,INATTENTION,,2019,1
786,25349345,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,MAIN,ST,S,,,,JEFFERSON,,WATER,37.83392522,-87.59771454,1.745,2019-07-16,1152,2,2,0,1,CLOUDY,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43663.5961,False,60,Accepted,5,4,C,VIEW OBSTRUCTED/LIMITED DUE TO RDWY,FAILED TO YIELD RIGHT OF WAY,,2019,1
787,25349350,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,YEAMAN,,,,,37.81946748,-87.60947653,14.059,2019-07-17,750,2,2,0,2,CLEAR,DRY,False,REAR END - ONE VEHICLE TURNING LEFT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43663.59618,False,60,Accepted,5,3,B,,INATTENTION,,2019,1
788,25349352,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,BARRET,,,,,37.8599304,-87.5675853,10.61,2019-07-11,1317,2,2,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43663.59623,False,51,Accepted,5,5,O,,INATTENTION,,2019,1
789,25357853,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,PRINGLE,ST,,,,,MEADOW,,POND,37.8238098,-87.58747275,0.423,2019-07-18,,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43665.4366,False,60,Accepted,5,5,O,,,,2019,1
790,25357856,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,GREEN,ST,S,,,,OLD HENDERSON CORYDON,,COMMUNITY,37.80363666,-87.63804185,9.297,2019-07-18,1325,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43665.43669,False,60,Accepted,5,5,O,,INATTENTION,,2019,1
791,25357857,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,10,CLARK,ST,,,,,,,,37.83588736,-87.57780738,0.277,2019-07-18,1120,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43665.43673,False,27,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2019,1
792,25359097,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GARDEN MILE,RD,N,,STADIUM,,,,,37.82255573,-87.5591075,0.401,2019-07-05,1321,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43665.61269,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
793,25360388,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84330261,-87.58596193,16.217,2019-07-17,1744,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43665.88866,False,50,Accepted,5,4,C,,INATTENTION,,2019,1
794,25360389,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ATKINSON,ST,,,OBYRNE,,,,,37.82315077,-87.57884848,0.366,2019-07-17,1717,2,1,0,0,CLOUDY,DRY,False,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43665.88872,False,38,Accepted,5,5,O,,,,2019,1
795,25362720,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2611,US41,,N,,,,,,,37.86853029,-87.57164439,16.887,2019-07-14,1700,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43666.72951,False,17,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2019,1
796,25363078,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,3RD,ST,,,,,,,,37.83660469,-87.57900411,0.843,2019-07-16,1739,1,1,0,1,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43666.88023,False,50,Accepted,4,4,C,,"CELL PHONE, DISTRACTION",,2019,1
797,25363080,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,MEADOW,ST,,,,,,,,37.83089758,-87.58195627,0.577,2019-07-12,1443,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43666.88033,False,19,Accepted,5,5,O,,INATTENTION,,2019,1
798,25363081,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2751,US41,,N,,,,,,,37.87191174,-87.56969774,17.148,2019-07-16,1618,2,2,0,3,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43666.88036,False,17,Accepted,4,4,C,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
799,25363082,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,,,,37.8168913,-87.61360108,13.769,2019-07-19,1317,1,1,0,0,CLEAR,DRY,False,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43666.8804,False,19,Accepted,5,5,O,,SICK,,2019,1
800,25363716,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,618,BOB POSEY,ST,,,,,,,,37.84147267,-87.57541745,0.153,2019-07-19,104,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,43667.10043,False,62,Accepted,5,5,O,,"DISTRACTION, INATTENTION",BRAKES DEFECTIVE,2019,1
801,25365247,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,300,9TH,ST,,,,,,,,37.84882544,-87.58389398,0.243,2019-07-18,1445,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43667.79468,False,58,Accepted,5,5,O,,INATTENTION,,2019,1
802,25366255,0370200,"KY STATE POLICE, CVE",Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.87834289,-87.56621072,17.631,2019-07-10,1147,2,1,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43668.12748,False,,Accepted,5,5,O,,"ALCOHOL INVOLVEMENT, FAILED TO YIELD RIGHT OF WAY, IMPROPER BACKING",,2019,1
803,25368423,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,N,,US 41 N,,,,,37.85642417,-87.57192542,,2019-07-19,1230,2,2,0,0,CLEAR,DRY,True,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,43668.47701,False,23,Accepted,5,5,O,,,,2019,1
804,25369115,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,CRESTVIEW,,,,,37.85119753,-87.5808565,16.839,2019-07-16,1115,2,2,0,1,RAINING,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43668.56134,False,34,Accepted,4,4,C,BACKUP DUE TO REGULAR CONGESTION,FOLLOWING TOO CLOSE,,2019,1
805,25369116,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,BARRET,BLVD,,US0041,US41,,,,,37.86432812,-87.57373014,0.901,2019-07-20,1228,2,2,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43668.56142,False,34,Accepted,5,5,O,,"INATTENTION, MISJUDGE CLEARANCE, OTHER",,2019,1
806,25369119,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,WASHINGTON,,,,,37.83626138,-87.5907808,15.665,2019-07-16,1238,2,2,0,0,CLOUDY,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,43668.56147,False,34,Accepted,5,5,O,,INATTENTION,BRAKES DEFECTIVE,2019,1
807,25370328,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,2100,US60,,E,,,,,,,37.86000412,-87.56751134,10.616,2019-07-15,1138,2,2,0,0,CLOUDY,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43668.74087,False,15,Accepted,5,5,O,,CELL PHONE,,2019,1
809,25370398,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.88766684,-87.55818778,18.402,2019-07-16,1400,1,1,0,0,CLOUDY,DRY,False,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43668.76535,False,135,Accepted,5,5,O,,,,2019,1
816,25378902,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,2ND,ST,,,,,INGRAM,,GREEN,37.83932977,-87.58802596,,2019-07-22,1300,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43670.49009,False,23,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2019,1
817,25380094,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,KY0351,2ND,,,,,37.83947348,-87.588461,15.923,2019-07-23,810,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43670.67739,False,36,Accepted,5,5,O,,DISREGARD TRAFFIC CONTROL,,2019,1
820,25380760,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,,2ND,ST,,,,,,,,37.83324462,-87.57328639,0.942,2019-07-22,1702,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43670.81543,False,19,Accepted,5,5,O,,INATTENTION,,2019,1
821,25380761,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,200,INGRAM,ST,N,,,,,,,37.83922315,-87.58676724,0.456,2019-07-19,1611,2,2,0,0,CLEAR,DRY,True,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43670.8155,False,58,Accepted,5,5,O,,INATTENTION,,2019,1
822,25386380,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,RICHARDSON,AVE,,,ELM,,,,,37.85661021,-87.57951887,0.485,2019-07-23,1849,1,1,0,0,CLEAR,DRY,True,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43672.06458,False,66,Accepted,5,5,O,,INATTENTION,,2019,1
823,25390392,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0136,1776,MADISON,ST,,,,,,,,37.81379313,-87.58101215,21.033,2019-07-22,1434,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43672.92771,False,58,Accepted,5,5,O,,,,2019,1
824,25390412,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,OLD HENDERSON CORYDON,RD,,KY0425,KY425,,,,,37.79463856,-87.64370277,0.822,2019-07-24,1505,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING IN INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43672.93561,False,38,Accepted,5,5,O,,INATTENTION,,2019,1
825,25390413,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2611,US41,,N,,,,,,,37.86634483,-87.5726262,16.735,2019-07-24,1459,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43672.93567,False,17,Accepted,5,5,O,,INATTENTION,,2019,1
826,25390548,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84386401,-87.58569933,16.261,2019-07-05,1420,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43672.96867,False,17,Accepted,5,5,O,,INATTENTION,,2019,1
827,25390550,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,529,GREEN,ST,N,,,,,,,37.84440507,-87.58554351,16.296,2019-07-25,1617,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43672.96879,False,19,Accepted,5,5,O,,INATTENTION,,2019,1
829,25390718,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2826,US41,,N,,,,,,,37.87312577,-87.56900103,17.241,2019-07-23,1820,2,2,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43673.01569,True,17,Accepted,5,5,O,,INATTENTION,,2019,1
